attendance,study_hours,previous_marks,assignment_score,internal_marks,previous_gpa,participation,backlogs,composite_score,performance
62.6,6.0,74.3,70.4,100.0,8.5,2,0,71.3,Good
80.8,2.4,63.0,56.0,59.1,8.34,9,1,58.0,Average
75.3,4.6,55.3,80.7,64.2,7.59,6,0,71.7,Good
76.5,4.8,64.0,82.2,63.7,7.94,3,2,62.7,Average
65.4,3.0,73.0,57.6,68.8,8.88,5,0,63.7,Average
72.8,2.6,62.9,71.9,64.7,6.89,7,1,61.3,Average
63.1,6.4,73.0,69.0,47.5,5.54,9,2,59.9,Average
88.5,4.2,75.0,77.8,61.3,8.92,10,0,75.3,Good
90.5,4.8,81.3,57.2,68.4,6.36,9,0,76.1,Good
50.2,2.5,88.5,92.8,89.7,6.13,5,0,70.3,Good
63.0,1.8,69.2,87.7,100.0,4.59,9,1,65.8,Good
55.0,2.9,47.1,68.6,91.4,7.9,7,0,60.7,Average
66.9,3.6,62.5,70.8,57.6,4.83,5,1,54.0,Average
74.8,2.1,68.7,72.0,58.9,6.05,6,1,54.9,Average
55.7,3.8,38.6,62.3,67.5,7.92,5,3,40.3,Poor
63.1,1.1,90.2,67.3,98.6,8.11,7,0,63.4,Average
61.9,2.0,70.3,69.9,67.4,6.19,5,0,55.9,Average
78.9,4.9,74.1,98.2,48.8,6.91,4,0,66.7,Good
77.0,4.8,89.8,88.2,62.0,5.88,7,0,72.2,Good
65.9,3.2,57.9,88.0,82.1,6.33,8,1,67.1,Good
78.5,2.2,77.2,79.5,81.0,7.47,6,1,64.7,Average
68.3,2.2,66.2,57.2,66.8,6.4,9,1,56.6,Average
72.2,3.2,65.1,73.4,80.9,6.76,6,0,66.8,Good
99.4,4.8,55.6,88.6,33.6,5.05,6,1,66.9,Good
94.8,5.3,94.6,55.1,71.7,8.69,8,0,77.1,Good
57.8,3.0,62.0,83.5,83.8,7.81,6,0,63.8,Average
87.6,2.0,79.2,100.0,56.7,8.21,7,0,70.8,Good
87.4,4.2,38.0,89.9,56.6,8.91,1,0,66.9,Good
59.9,2.5,86.9,95.2,40.1,5.94,7,1,63.8,Average
87.5,3.0,84.8,77.3,95.4,6.6,3,0,76.0,Good
97.5,5.9,69.6,88.5,58.5,4.45,4,0,77.1,Good
60.3,5.1,64.4,63.2,73.9,10.0,4,3,54.7,Average
63.2,4.1,74.4,85.9,79.7,6.89,4,0,68.0,Good
90.2,1.8,99.0,83.8,94.2,8.55,5,0,83.0,Excellent
79.8,4.1,39.8,78.3,67.5,5.37,6,0,62.6,Average
83.7,5.5,80.5,93.7,61.4,8.49,8,0,75.2,Good
80.8,3.2,53.4,65.9,72.8,9.7,7,3,56.9,Average
81.5,6.0,67.7,71.2,90.5,7.02,3,1,69.0,Good
57.4,5.9,64.0,75.4,67.3,5.68,7,2,56.2,Average
90.7,6.5,61.1,58.6,54.7,6.91,7,1,68.2,Good
92.4,4.3,67.8,77.4,45.3,3.98,6,0,64.8,Average
72.8,4.7,49.9,48.2,50.5,7.05,6,1,54.6,Average
75.4,6.1,84.5,89.7,83.8,8.25,7,1,78.8,Good
54.6,4.5,39.3,74.7,64.9,7.05,8,1,51.0,Average
83.2,3.0,76.6,66.2,60.3,6.7,3,1,62.0,Average
84.0,3.1,62.8,61.5,58.5,7.84,6,0,67.8,Good
75.1,4.2,49.3,70.5,71.4,7.95,10,1,58.1,Average
91.7,1.7,71.2,84.3,66.2,4.78,9,0,68.6,Good
71.3,3.6,43.1,82.2,65.6,7.22,8,1,54.6,Average
83.9,5.6,68.6,63.4,91.6,10.0,8,0,80.7,Excellent
61.7,0.5,45.2,61.3,94.6,5.23,10,1,54.7,Average
75.7,6.3,75.4,83.9,44.2,6.98,10,0,70.7,Good
73.6,5.6,53.2,63.2,75.2,9.82,6,1,71.8,Good
79.2,3.1,60.8,74.9,57.6,8.65,5,1,63.5,Average
70.8,4.7,72.7,75.9,66.0,6.38,6,1,66.2,Good
74.2,3.8,55.6,78.7,74.9,7.39,10,1,65.4,Good
87.6,5.8,67.1,86.9,66.6,7.1,3,4,60.3,Average
69.9,5.4,43.8,55.1,73.7,6.05,6,2,49.0,Poor
53.5,1.6,78.1,45.3,80.8,7.0,4,0,58.0,Average
100.0,4.7,96.2,65.5,74.7,6.71,7,0,80.6,Excellent
95.3,3.5,99.0,100.0,59.7,7.26,4,0,77.0,Good
57.9,3.9,69.5,100.0,59.9,6.05,6,1,62.7,Average
85.7,2.6,80.6,100.0,47.0,5.31,3,1,67.0,Good
69.0,6.6,39.5,71.1,56.3,7.04,8,2,53.2,Average
79.7,5.5,92.0,47.3,100.0,9.5,9,1,76.2,Good
80.1,2.6,80.4,38.9,57.3,7.22,6,0,58.5,Average
72.7,1.7,60.3,64.8,50.9,6.64,6,1,45.7,Poor
65.0,3.2,87.8,71.0,75.1,8.16,6,0,71.9,Good
66.3,4.5,63.9,93.5,68.2,6.88,7,0,68.0,Good
63.2,4.2,60.7,87.0,66.9,9.72,6,1,63.1,Average
64.4,5.8,75.6,77.4,92.5,7.09,8,0,71.5,Good
75.1,5.1,51.0,60.7,78.8,8.08,9,1,62.4,Average
66.0,5.4,84.3,59.6,61.5,6.04,5,1,66.8,Good
85.5,4.3,51.1,77.8,63.2,7.8,6,2,58.1,Average
96.8,1.6,51.2,84.5,62.0,7.49,8,0,64.7,Average
67.9,3.5,53.4,79.9,84.0,7.02,4,2,56.5,Average
79.4,5.5,80.2,58.5,65.1,6.4,3,3,52.5,Average
83.0,3.7,58.1,83.8,41.3,6.21,7,2,56.6,Average
82.6,4.6,46.4,80.4,69.2,7.5,7,2,54.1,Average
77.1,3.3,58.3,57.9,45.4,7.98,5,1,50.9,Average
86.4,2.2,67.5,62.2,100.0,6.92,5,0,64.8,Average
82.8,3.6,49.1,84.3,54.5,7.5,5,2,54.0,Average
58.7,4.3,49.6,70.5,67.4,7.05,5,2,49.8,Poor
88.2,2.8,99.0,97.8,74.1,7.24,8,0,79.2,Good
88.4,3.4,54.2,81.5,65.4,6.82,4,2,53.8,Average
65.3,2.3,62.8,66.7,65.4,7.13,6,1,58.6,Average
76.5,5.6,62.1,73.8,76.7,10.0,5,0,75.0,Good
85.6,3.3,61.3,75.0,94.4,7.54,4,1,65.4,Good
73.1,6.1,77.9,63.1,82.3,8.0,8,0,73.2,Good
91.0,6.2,83.2,60.3,93.7,7.71,5,0,77.7,Good
100.0,3.7,63.1,84.5,53.3,6.73,7,0,68.3,Good
65.0,2.2,48.2,86.7,75.1,8.91,3,1,51.3,Average
56.7,0.5,88.4,83.1,72.5,6.69,5,1,55.0,Average
80.3,1.4,66.5,96.7,75.6,8.58,8,1,68.0,Good
86.1,1.6,95.7,65.9,92.0,6.63,10,0,75.6,Good
72.8,6.0,32.1,99.1,66.5,5.76,3,1,65.0,Good
96.3,4.0,71.1,60.5,63.5,7.61,6,0,68.5,Good
57.3,4.4,98.7,58.8,78.5,5.55,7,0,68.2,Good
85.7,0.5,62.3,47.6,41.5,7.85,5,0,51.9,Average
67.5,1.9,64.4,67.3,66.2,5.43,8,2,49.7,Poor
100.0,5.2,72.7,66.4,67.9,6.65,5,0,71.0,Good
100.0,4.3,59.1,81.9,55.3,5.1,7,1,65.2,Good
65.3,3.6,63.0,77.7,86.9,10.0,5,2,60.6,Average
68.3,4.7,62.6,56.1,53.0,4.78,9,3,46.3,Poor
88.0,6.4,58.0,68.1,67.8,7.11,5,0,74.9,Good
70.6,3.4,87.7,68.4,74.7,8.7,6,0,77.3,Good
75.4,3.9,75.4,47.4,91.7,8.55,8,0,74.4,Good
76.4,4.1,72.0,59.3,69.8,8.29,4,1,64.5,Average
49.1,7.6,80.9,62.4,85.0,6.66,7,0,75.1,Good
75.8,0.5,63.8,95.5,81.2,8.99,3,2,63.4,Average
66.3,4.9,55.6,76.9,72.0,8.38,4,0,68.0,Good
69.1,3.6,58.4,83.9,52.6,7.4,7,1,56.3,Average
96.2,4.7,68.0,51.5,47.0,7.44,5,0,67.1,Good
58.4,2.7,51.1,91.9,71.7,6.67,5,3,49.9,Poor
87.4,3.7,60.0,93.5,61.3,5.83,7,1,60.5,Average
72.1,4.9,59.7,44.0,84.7,8.83,5,0,64.6,Average
72.1,8.5,99.0,63.4,81.9,8.94,8,0,88.4,Excellent
87.1,5.1,25.0,81.4,67.0,5.86,7,0,55.7,Average
80.8,2.4,65.1,83.7,51.5,6.88,7,1,54.9,Average
